timestamp,frame,gesture
2026-02-25 12:19:34.026117,425,nod
2026-02-25 12:19:34.225125,430,neutral
2026-02-25 12:19:34.425950,435,nod
2026-02-25 12:19:34.626948,440,neutral
2026-02-25 12:19:34.858806,445,neutral
2026-02-25 12:19:35.058778,450,neutral
2026-02-25 12:19:35.260397,455,neutral
2026-02-25 12:19:35.459549,460,neutral
2026-02-25 12:19:35.661078,465,neutral
2026-02-25 12:19:35.858662,470,neutral
2026-02-25 12:19:36.062607,475,blink
2026-02-25 12:19:36.261160,480,neutral
2026-02-25 12:19:36.464350,485,neutral
2026-02-25 12:19:36.661679,490,neutral
2026-02-25 12:19:36.858822,495,neutral
2026-02-25 12:19:37.063545,500,neutral
2026-02-25 12:19:37.262117,505,neutral
2026-02-25 12:19:37.461568,510,neutral
2026-02-25 12:19:37.662445,515,neutral
2026-02-25 12:19:37.864601,520,nod
2026-02-25 12:19:38.063778,525,nod
2026-02-25 12:19:38.262100,530,neutral
2026-02-25 12:19:38.459831,535,neutral
2026-02-25 12:19:38.679330,540,neutral
2026-02-25 12:19:38.856086,545,neutral
2026-02-25 12:19:39.058297,550,neutral
2026-02-25 12:19:39.261901,555,neutral
2026-02-25 12:19:39.465566,560,neutral
2026-02-25 12:19:39.696226,565,neutral
2026-02-25 12:19:39.895504,570,nod
2026-02-25 12:19:40.093306,575,nod
2026-02-25 12:19:40.295406,580,neutral
2026-02-25 12:19:40.495707,585,neutral
2026-02-25 12:19:40.693991,590,neutral
2026-02-25 12:19:40.890625,595,neutral
2026-02-25 12:19:41.092775,600,neutral
2026-02-25 12:19:41.295356,605,neutral
2026-02-25 12:19:41.490274,610,neutral
2026-02-25 12:19:41.692544,615,neutral
2026-02-25 12:19:41.894152,620,neutral
2026-02-25 12:19:42.123227,625,neutral
2026-02-25 12:19:42.325702,630,neutral
2026-02-25 12:19:42.527577,635,blink
2026-02-25 12:19:42.727603,640,neutral
2026-02-25 12:19:42.928686,645,neutral
2026-02-25 12:19:43.127698,650,neutral
